wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /Users/shuka/.netrc.
wandb: Currently logged in as: shukanth2004 (shukanth2004-the-ohio-state-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run ltnzuugz
wandb: Tracking run with wandb version 0.27.0
wandb: Run data is saved locally in /Users/shuka/Documents/vscode/mechanistic_interpretability/wandb/run-20260517_194655-ltnzuugz
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run n4-wd0.4-200k-seed0
wandb: ⭐️ View project at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp
wandb: 🚀 View run at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp/runs/ltnzuugz
Generating dataset: n_nodes=4, n_graphs=200, dataset_seed=42
  train: 1,920 samples | val: 480 samples | vocab size: 8 | seq len: 21
Training: lr=0.001, wd=0.4, n_steps=200,000, seed=0
step     10 | train loss 1.3197 | train acc 0.422 | val loss 1.2755 | val acc 0.456 | ‖g‖ 3.6892 | 1s
step 149000 | train loss 0.0653 | train acc 0.977 | val loss 0.9485 | val acc 0.792 | ‖g‖ 7.2017 | 3235s
step 149100 | train loss 0.0209 | train acc 1.000 | val loss 0.8047 | val acc 0.831 | ‖g‖ 2.0274 | 3278s
step 149200 | train loss 0.0205 | train acc 1.000 | val loss 0.8904 | val acc 0.827 | ‖g‖ 2.7998 | 3279s
step 149300 | train loss 0.1023 | train acc 0.984 | val loss 0.8309 | val acc 0.823 | ‖g‖ 7.4542 | 3280s
step 149400 | train loss 0.0467 | train acc 0.984 | val loss 0.8398 | val acc 0.798 | ‖g‖ 6.1169 | 3282s
step 149500 | train loss 0.0063 | train acc 1.000 | val loss 0.8887 | val acc 0.835 | ‖g‖ 0.9914 | 3283s
step 149600 | train loss 0.0043 | train acc 1.000 | val loss 0.8941 | val acc 0.827 | ‖g‖ 0.3662 | 3285s
step 149700 | train loss 0.1933 | train acc 0.914 | val loss 0.7083 | val acc 0.796 | ‖g‖ 11.7547 | 3286s
step 149800 | train loss 0.0824 | train acc 0.977 | val loss 0.8038 | val acc 0.806 | ‖g‖ 6.5878 | 3287s
step 149900 | train loss 0.0429 | train acc 0.984 | val loss 0.8545 | val acc 0.823 | ‖g‖ 11.3391 | 3288s
step 150000 | train loss 0.1347 | train acc 0.961 | val loss 0.9856 | val acc 0.787 | ‖g‖ 10.4599 | 3290s
step 150100 | train loss 0.1402 | train acc 0.945 | val loss 0.7948 | val acc 0.825 | ‖g‖ 11.7495 | 3291s
step 150200 | train loss 0.0570 | train acc 0.984 | val loss 0.7830 | val acc 0.829 | ‖g‖ 8.7731 | 3292s
step 150300 | train loss 0.0085 | train acc 1.000 | val loss 0.9023 | val acc 0.808 | ‖g‖ 1.4911 | 3294s
step 150400 | train loss 0.0049 | train acc 1.000 | val loss 0.9366 | val acc 0.815 | ‖g‖ 0.5110 | 3296s
step 150500 | train loss 0.0087 | train acc 1.000 | val loss 0.9090 | val acc 0.817 | ‖g‖ 1.9018 | 3298s
step 150600 | train loss 0.0652 | train acc 0.984 | val loss 0.6591 | val acc 0.817 | ‖g‖ 5.3864 | 3299s
step 150700 | train loss 0.0198 | train acc 0.992 | val loss 0.7858 | val acc 0.817 | ‖g‖ 2.9041 | 3301s
step 150800 | train loss 0.1309 | train acc 0.961 | val loss 0.9798 | val acc 0.771 | ‖g‖ 8.6671 | 3302s
step 150900 | train loss 0.0435 | train acc 0.984 | val loss 0.8411 | val acc 0.817 | ‖g‖ 5.4365 | 3303s
step 151000 | train loss 0.0083 | train acc 1.000 | val loss 0.8540 | val acc 0.810 | ‖g‖ 1.2818 | 3305s
step 151100 | train loss 0.0949 | train acc 0.969 | val loss 0.8240 | val acc 0.808 | ‖g‖ 9.0398 | 3306s
step 151200 | train loss 0.0410 | train acc 0.992 | val loss 0.8232 | val acc 0.817 | ‖g‖ 6.0125 | 3307s
step 151300 | train loss 0.0091 | train acc 1.000 | val loss 0.8800 | val acc 0.802 | ‖g‖ 1.3942 | 3308s
step 151400 | train loss 0.0046 | train acc 1.000 | val loss 0.8918 | val acc 0.808 | ‖g‖ 0.9436 | 3309s
step 151500 | train loss 0.0044 | train acc 1.000 | val loss 0.8904 | val acc 0.812 | ‖g‖ 0.8451 | 3310s
step 151600 | train loss 0.3443 | train acc 0.875 | val loss 0.6309 | val acc 0.810 | ‖g‖ 21.7628 | 3312s
step 151700 | train loss 0.0707 | train acc 0.984 | val loss 0.6116 | val acc 0.823 | ‖g‖ 5.7214 | 3313s
step 151800 | train loss 0.0133 | train acc 1.000 | val loss 0.8582 | val acc 0.806 | ‖g‖ 2.4061 | 3314s
step 151900 | train loss 0.0844 | train acc 0.961 | val loss 0.7489 | val acc 0.808 | ‖g‖ 12.2907 | 3316s
step 152000 | train loss 0.0664 | train acc 0.977 | val loss 0.7325 | val acc 0.817 | ‖g‖ 12.8963 | 3317s
step 152100 | train loss 0.0196 | train acc 1.000 | val loss 0.8484 | val acc 0.823 | ‖g‖ 2.5348 | 3319s
step 152200 | train loss 0.0539 | train acc 0.992 | val loss 0.9501 | val acc 0.804 | ‖g‖ 9.3006 | 3320s
step 152300 | train loss 0.1298 | train acc 0.953 | val loss 0.7497 | val acc 0.833 | ‖g‖ 10.2043 | 3321s
step 152400 | train loss 0.0546 | train acc 0.977 | val loss 0.9018 | val acc 0.815 | ‖g‖ 9.3232 | 3322s
step 152500 | train loss 0.0820 | train acc 0.969 | val loss 0.8955 | val acc 0.812 | ‖g‖ 8.9455 | 3323s
step 152600 | train loss 0.0198 | train acc 0.992 | val loss 0.7835 | val acc 0.827 | ‖g‖ 3.7334 | 3325s
step 152700 | train loss 0.0327 | train acc 0.992 | val loss 0.8971 | val acc 0.804 | ‖g‖ 3.8197 | 3326s
step 152800 | train loss 0.0161 | train acc 1.000 | val loss 0.8370 | val acc 0.812 | ‖g‖ 2.7092 | 3327s
step 152900 | train loss 0.0100 | train acc 1.000 | val loss 0.9007 | val acc 0.804 | ‖g‖ 1.9610 | 3328s
step 153000 | train loss 0.0053 | train acc 1.000 | val loss 0.9427 | val acc 0.802 | ‖g‖ 0.9919 | 3329s
step 153100 | train loss 0.1669 | train acc 0.938 | val loss 0.6878 | val acc 0.802 | ‖g‖ 10.6575 | 3331s
step 153200 | train loss 0.0309 | train acc 0.992 | val loss 0.8193 | val acc 0.798 | ‖g‖ 4.4781 | 3332s
step 153300 | train loss 0.0280 | train acc 0.984 | val loss 0.8967 | val acc 0.804 | ‖g‖ 4.3542 | 3333s
step 153400 | train loss 0.0847 | train acc 0.961 | val loss 0.8160 | val acc 0.790 | ‖g‖ 7.5172 | 3335s
step 153500 | train loss 0.0217 | train acc 1.000 | val loss 0.8105 | val acc 0.815 | ‖g‖ 2.0847 | 3336s
step 153600 | train loss 0.0095 | train acc 1.000 | val loss 0.8232 | val acc 0.827 | ‖g‖ 1.4431 | 3337s
step 153700 | train loss 0.0208 | train acc 1.000 | val loss 0.7819 | val acc 0.804 | ‖g‖ 3.0487 | 3338s
step 153800 | train loss 0.0085 | train acc 1.000 | val loss 0.8235 | val acc 0.827 | ‖g‖ 1.3896 | 3340s
step 153900 | train loss 0.0778 | train acc 0.961 | val loss 0.8594 | val acc 0.812 | ‖g‖ 5.0823 | 3341s
step 154000 | train loss 0.0207 | train acc 0.992 | val loss 0.7138 | val acc 0.825 | ‖g‖ 3.1820 | 3342s
step 154100 | train loss 0.0066 | train acc 1.000 | val loss 0.8442 | val acc 0.804 | ‖g‖ 0.8997 | 3344s
step 154200 | train loss 0.0041 | train acc 1.000 | val loss 0.8728 | val acc 0.806 | ‖g‖ 0.4589 | 3345s
step 154300 | train loss 0.0038 | train acc 1.000 | val loss 0.8574 | val acc 0.808 | ‖g‖ 0.4858 | 3347s
step 154400 | train loss 0.0069 | train acc 1.000 | val loss 0.8663 | val acc 0.815 | ‖g‖ 1.6381 | 3348s
step 154500 | train loss 0.0612 | train acc 0.984 | val loss 0.5880 | val acc 0.806 | ‖g‖ 5.2446 | 3349s
step 154600 | train loss 0.0368 | train acc 0.984 | val loss 0.6876 | val acc 0.810 | ‖g‖ 3.7046 | 3350s
step 154700 | train loss 0.0277 | train acc 0.992 | val loss 0.7879 | val acc 0.817 | ‖g‖ 4.1519 | 3352s
step 154800 | train loss 0.0249 | train acc 0.992 | val loss 0.8061 | val acc 0.804 | ‖g‖ 5.4403 | 3353s
step 154900 | train loss 0.0451 | train acc 0.984 | val loss 0.6825 | val acc 0.812 | ‖g‖ 6.0459 | 3354s
step 155000 | train loss 0.0123 | train acc 1.000 | val loss 0.8303 | val acc 0.823 | ‖g‖ 1.6519 | 3355s
step 155100 | train loss 0.0066 | train acc 1.000 | val loss 0.8810 | val acc 0.817 | ‖g‖ 0.7872 | 3356s
step 155200 | train loss 0.0042 | train acc 1.000 | val loss 0.9189 | val acc 0.810 | ‖g‖ 0.4223 | 3358s
step 155300 | train loss 0.0854 | train acc 0.945 | val loss 0.7459 | val acc 0.783 | ‖g‖ 8.7655 | 3359s
step 155400 | train loss 0.1043 | train acc 0.984 | val loss 0.8338 | val acc 0.808 | ‖g‖ 9.6388 | 3360s
step 155500 | train loss 0.0520 | train acc 0.992 | val loss 0.7395 | val acc 0.823 | ‖g‖ 8.5152 | 3361s
step 155600 | train loss 0.0087 | train acc 1.000 | val loss 0.8355 | val acc 0.815 | ‖g‖ 1.0468 | 3362s
step 155700 | train loss 0.0289 | train acc 0.992 | val loss 0.8198 | val acc 0.808 | ‖g‖ 3.9820 | 3364s
step 155800 | train loss 0.0751 | train acc 0.969 | val loss 0.7171 | val acc 0.800 | ‖g‖ 7.5391 | 3365s
step 155900 | train loss 0.0046 | train acc 1.000 | val loss 0.7805 | val acc 0.827 | ‖g‖ 0.5228 | 3367s
step 156000 | train loss 0.0033 | train acc 1.000 | val loss 0.8554 | val acc 0.825 | ‖g‖ 0.2571 | 3368s
step 156100 | train loss 0.0039 | train acc 1.000 | val loss 0.8576 | val acc 0.821 | ‖g‖ 0.5916 | 3369s
step 156200 | train loss 0.0878 | train acc 0.977 | val loss 0.7410 | val acc 0.773 | ‖g‖ 6.5724 | 3370s
step 156300 | train loss 0.0453 | train acc 0.977 | val loss 0.7990 | val acc 0.810 | ‖g‖ 4.3749 | 3372s
step 156400 | train loss 0.0279 | train acc 0.992 | val loss 0.7421 | val acc 0.833 | ‖g‖ 3.7590 | 3373s
step 156500 | train loss 0.1515 | train acc 0.961 | val loss 0.6720 | val acc 0.815 | ‖g‖ 14.0217 | 3375s
step 156600 | train loss 0.0048 | train acc 1.000 | val loss 0.8706 | val acc 0.806 | ‖g‖ 0.4354 | 3376s
step 156700 | train loss 0.0056 | train acc 1.000 | val loss 0.9130 | val acc 0.800 | ‖g‖ 1.3125 | 3377s
step 156800 | train loss 0.0089 | train acc 1.000 | val loss 0.9080 | val acc 0.810 | ‖g‖ 4.1229 | 3379s
step 156900 | train loss 0.0877 | train acc 0.953 | val loss 0.7554 | val acc 0.808 | ‖g‖ 10.4715 | 3380s
step 157000 | train loss 0.0616 | train acc 0.977 | val loss 0.7371 | val acc 0.827 | ‖g‖ 8.6093 | 3382s
step 157100 | train loss 0.0437 | train acc 0.984 | val loss 0.7673 | val acc 0.804 | ‖g‖ 5.3270 | 3383s
step 157200 | train loss 0.0251 | train acc 1.000 | val loss 0.8335 | val acc 0.831 | ‖g‖ 5.0045 | 3384s
step 157300 | train loss 0.1367 | train acc 0.961 | val loss 0.8950 | val acc 0.792 | ‖g‖ 9.6848 | 3386s
step 157400 | train loss 0.0567 | train acc 0.992 | val loss 0.9129 | val acc 0.823 | ‖g‖ 7.2467 | 3387s
step 157500 | train loss 0.0306 | train acc 0.992 | val loss 0.8982 | val acc 0.808 | ‖g‖ 4.4928 | 3388s
step 157600 | train loss 0.0148 | train acc 1.000 | val loss 0.8363 | val acc 0.792 | ‖g‖ 1.7255 | 3389s
step 157700 | train loss 0.0165 | train acc 1.000 | val loss 0.7989 | val acc 0.823 | ‖g‖ 3.2960 | 3391s
step 157800 | train loss 0.1179 | train acc 0.938 | val loss 0.7847 | val acc 0.808 | ‖g‖ 14.9876 | 3392s
step 157900 | train loss 0.0235 | train acc 0.992 | val loss 0.7946 | val acc 0.817 | ‖g‖ 3.4549 | 3393s
step 158000 | train loss 0.1362 | train acc 0.961 | val loss 0.8884 | val acc 0.804 | ‖g‖ 23.2446 | 3394s
step 158100 | train loss 0.0673 | train acc 0.977 | val loss 0.7949 | val acc 0.815 | ‖g‖ 6.9868 | 3396s
step 158200 | train loss 0.0120 | train acc 1.000 | val loss 0.8409 | val acc 0.825 | ‖g‖ 1.8122 | 3398s
step 158300 | train loss 0.0376 | train acc 0.984 | val loss 0.8038 | val acc 0.815 | ‖g‖ 5.2687 | 3399s
step 158400 | train loss 0.1358 | train acc 0.953 | val loss 0.7341 | val acc 0.823 | ‖g‖ 13.0415 | 3401s
step 158500 | train loss 0.1033 | train acc 0.969 | val loss 0.7139 | val acc 0.812 | ‖g‖ 14.6347 | 3402s
step 158600 | train loss 0.0065 | train acc 1.000 | val loss 0.8516 | val acc 0.808 | ‖g‖ 0.9034 | 3404s
step 158700 | train loss 0.0039 | train acc 1.000 | val loss 0.8560 | val acc 0.810 | ‖g‖ 0.3576 | 3405s
step 158800 | train loss 0.0059 | train acc 1.000 | val loss 0.8742 | val acc 0.804 | ‖g‖ 1.4191 | 3406s
step 158900 | train loss 0.0041 | train acc 1.000 | val loss 0.8897 | val acc 0.804 | ‖g‖ 0.8041 | 3407s
step 159000 | train loss 0.1927 | train acc 0.938 | val loss 0.6416 | val acc 0.812 | ‖g‖ 10.5367 | 3409s
step 159100 | train loss 0.0459 | train acc 0.969 | val loss 0.7941 | val acc 0.833 | ‖g‖ 6.8061 | 3410s
step 159200 | train loss 0.0549 | train acc 0.977 | val loss 0.8688 | val acc 0.815 | ‖g‖ 8.2353 | 3411s
step 159300 | train loss 0.0398 | train acc 0.984 | val loss 0.8560 | val acc 0.796 | ‖g‖ 3.6119 | 3413s
step 159400 | train loss 0.0420 | train acc 0.984 | val loss 0.7961 | val acc 0.808 | ‖g‖ 5.6250 | 3414s
step 159500 | train loss 0.0222 | train acc 1.000 | val loss 0.7822 | val acc 0.821 | ‖g‖ 2.7287 | 3416s
step 159600 | train loss 0.0039 | train acc 1.000 | val loss 0.8959 | val acc 0.802 | ‖g‖ 0.3352 | 3417s
step 159700 | train loss 0.0043 | train acc 1.000 | val loss 0.8960 | val acc 0.802 | ‖g‖ 0.4523 | 3418s
step 159800 | train loss 0.0048 | train acc 1.000 | val loss 0.8811 | val acc 0.802 | ‖g‖ 0.8285 | 3420s
step 159900 | train loss 0.0951 | train acc 0.961 | val loss 0.9126 | val acc 0.794 | ‖g‖ 14.9612 | 3421s
step 160000 | train loss 0.0267 | train acc 1.000 | val loss 0.7152 | val acc 0.815 | ‖g‖ 2.9077 | 3422s
step 160100 | train loss 0.0297 | train acc 1.000 | val loss 0.7960 | val acc 0.827 | ‖g‖ 2.8016 | 3424s
step 160200 | train loss 0.0304 | train acc 0.992 | val loss 0.9117 | val acc 0.819 | ‖g‖ 6.4490 | 3425s
step 160300 | train loss 0.0276 | train acc 0.992 | val loss 0.8450 | val acc 0.819 | ‖g‖ 4.1590 | 3426s
step 160400 | train loss 0.1409 | train acc 0.961 | val loss 0.8799 | val acc 0.815 | ‖g‖ 13.4941 | 3427s
step 160500 | train loss 0.0169 | train acc 1.000 | val loss 0.8395 | val acc 0.806 | ‖g‖ 2.6387 | 3429s
step 160600 | train loss 0.0790 | train acc 0.992 | val loss 0.6630 | val acc 0.802 | ‖g‖ 6.6839 | 3431s
step 160700 | train loss 0.0111 | train acc 1.000 | val loss 0.8292 | val acc 0.817 | ‖g‖ 1.8754 | 3432s
step 160800 | train loss 0.0032 | train acc 1.000 | val loss 0.8635 | val acc 0.812 | ‖g‖ 0.1936 | 3433s
step 160900 | train loss 0.0039 | train acc 1.000 | val loss 0.8630 | val acc 0.817 | ‖g‖ 0.3492 | 3435s
step 161000 | train loss 0.0042 | train acc 1.000 | val loss 0.8702 | val acc 0.812 | ‖g‖ 0.5610 | 3436s
step 161100 | train loss 0.0933 | train acc 0.969 | val loss 0.5914 | val acc 0.823 | ‖g‖ 5.7289 | 3438s
step 161200 | train loss 0.0758 | train acc 0.969 | val loss 0.8102 | val acc 0.802 | ‖g‖ 7.0509 | 3439s
step 161300 | train loss 0.0351 | train acc 0.969 | val loss 0.7356 | val acc 0.831 | ‖g‖ 7.4596 | 3440s
step 161400 | train loss 0.0270 | train acc 0.992 | val loss 0.8084 | val acc 0.823 | ‖g‖ 3.1421 | 3441s
step 161500 | train loss 0.0084 | train acc 1.000 | val loss 0.8110 | val acc 0.810 | ‖g‖ 1.2520 | 3443s
step 161600 | train loss 0.0122 | train acc 1.000 | val loss 0.8931 | val acc 0.823 | ‖g‖ 2.7619 | 3444s
step 161700 | train loss 0.0629 | train acc 0.992 | val loss 0.7822 | val acc 0.800 | ‖g‖ 5.6669 | 3446s
step 161800 | train loss 0.0410 | train acc 0.977 | val loss 0.7457 | val acc 0.808 | ‖g‖ 4.8231 | 3447s
step 161900 | train loss 0.0108 | train acc 1.000 | val loss 0.8753 | val acc 0.833 | ‖g‖ 1.0178 | 3449s
step 162000 | train loss 0.0032 | train acc 1.000 | val loss 0.8345 | val acc 0.835 | ‖g‖ 0.3064 | 3450s
step 162100 | train loss 0.0032 | train acc 1.000 | val loss 0.8895 | val acc 0.819 | ‖g‖ 0.3508 | 3451s
step 162200 | train loss 0.0132 | train acc 1.000 | val loss 0.8805 | val acc 0.810 | ‖g‖ 4.6539 | 3452s
step 162300 | train loss 0.0763 | train acc 0.977 | val loss 0.6592 | val acc 0.838 | ‖g‖ 4.6364 | 3454s
step 162400 | train loss 0.0124 | train acc 1.000 | val loss 0.7537 | val acc 0.815 | ‖g‖ 2.2822 | 3455s
step 162500 | train loss 0.0393 | train acc 0.984 | val loss 0.7632 | val acc 0.815 | ‖g‖ 4.5645 | 3456s
step 162600 | train loss 0.1118 | train acc 0.945 | val loss 0.6854 | val acc 0.821 | ‖g‖ 12.2142 | 3458s
step 162700 | train loss 0.0187 | train acc 1.000 | val loss 0.8754 | val acc 0.798 | ‖g‖ 3.3387 | 3459s
step 162800 | train loss 0.0908 | train acc 0.945 | val loss 0.8079 | val acc 0.827 | ‖g‖ 12.1295 | 3460s
step 162900 | train loss 0.0180 | train acc 1.000 | val loss 0.8040 | val acc 0.825 | ‖g‖ 2.0820 | 3461s
step 163000 | train loss 0.0156 | train acc 0.992 | val loss 0.8069 | val acc 0.812 | ‖g‖ 2.8444 | 3463s
step 163100 | train loss 0.0039 | train acc 1.000 | val loss 0.8748 | val acc 0.819 | ‖g‖ 0.2934 | 3464s
step 163200 | train loss 0.0075 | train acc 1.000 | val loss 0.8570 | val acc 0.815 | ‖g‖ 1.1514 | 3465s
step 163300 | train loss 0.0063 | train acc 1.000 | val loss 0.8507 | val acc 0.812 | ‖g‖ 0.6369 | 3467s
step 163400 | train loss 0.0982 | train acc 0.953 | val loss 0.9364 | val acc 0.787 | ‖g‖ 13.1400 | 3468s
step 163500 | train loss 0.0351 | train acc 0.992 | val loss 0.7116 | val acc 0.835 | ‖g‖ 2.7542 | 3470s
step 163600 | train loss 0.0295 | train acc 0.992 | val loss 0.8142 | val acc 0.794 | ‖g‖ 5.3246 | 3471s
step 163700 | train loss 0.0585 | train acc 0.992 | val loss 0.7421 | val acc 0.808 | ‖g‖ 4.6032 | 3472s
step 163800 | train loss 0.0122 | train acc 1.000 | val loss 0.8059 | val acc 0.821 | ‖g‖ 2.4007 | 3474s
step 163900 | train loss 0.0704 | train acc 0.992 | val loss 0.7778 | val acc 0.783 | ‖g‖ 11.7347 | 3475s
step 164000 | train loss 0.0708 | train acc 0.977 | val loss 0.8599 | val acc 0.806 | ‖g‖ 12.5096 | 3477s
step 164100 | train loss 0.0304 | train acc 0.992 | val loss 0.8183 | val acc 0.798 | ‖g‖ 3.3775 | 3479s
step 164200 | train loss 0.1323 | train acc 0.969 | val loss 0.8092 | val acc 0.802 | ‖g‖ 13.6058 | 3480s
step 164300 | train loss 0.1297 | train acc 0.945 | val loss 0.9173 | val acc 0.792 | ‖g‖ 8.5861 | 3482s
step 164400 | train loss 0.0368 | train acc 0.984 | val loss 0.8953 | val acc 0.812 | ‖g‖ 5.2641 | 3483s
step 164500 | train loss 0.0198 | train acc 0.984 | val loss 0.7409 | val acc 0.835 | ‖g‖ 3.3514 | 3484s
step 164600 | train loss 0.0538 | train acc 0.977 | val loss 0.8166 | val acc 0.819 | ‖g‖ 6.6356 | 3486s
step 164700 | train loss 0.0106 | train acc 0.992 | val loss 0.8953 | val acc 0.792 | ‖g‖ 2.4029 | 3487s
step 164800 | train loss 0.0352 | train acc 0.992 | val loss 0.7572 | val acc 0.808 | ‖g‖ 2.9946 | 3489s
step 164900 | train loss 0.0264 | train acc 0.992 | val loss 0.7885 | val acc 0.812 | ‖g‖ 3.8324 | 3490s
step 165000 | train loss 0.0076 | train acc 1.000 | val loss 0.8145 | val acc 0.810 | ‖g‖ 0.8509 | 3491s
step 165100 | train loss 0.0478 | train acc 0.977 | val loss 0.8777 | val acc 0.798 | ‖g‖ 10.3173 | 3493s
step 165200 | train loss 0.0384 | train acc 0.984 | val loss 0.8350 | val acc 0.790 | ‖g‖ 5.3023 | 3494s
step 165300 | train loss 0.0129 | train acc 1.000 | val loss 0.8858 | val acc 0.819 | ‖g‖ 2.0070 | 3495s
step 165400 | train loss 0.0091 | train acc 1.000 | val loss 0.8519 | val acc 0.806 | ‖g‖ 1.3059 | 3497s
step 165500 | train loss 0.1388 | train acc 0.953 | val loss 0.7803 | val acc 0.812 | ‖g‖ 13.6305 | 3498s
step 165600 | train loss 0.0362 | train acc 0.992 | val loss 0.8386 | val acc 0.819 | ‖g‖ 3.8166 | 3500s
step 165700 | train loss 0.0213 | train acc 1.000 | val loss 0.8833 | val acc 0.821 | ‖g‖ 2.4703 | 3501s
step 165800 | train loss 0.0537 | train acc 0.969 | val loss 0.7668 | val acc 0.812 | ‖g‖ 6.4840 | 3503s
step 165900 | train loss 0.0401 | train acc 0.992 | val loss 0.9305 | val acc 0.812 | ‖g‖ 5.5527 | 3504s
step 166000 | train loss 0.0539 | train acc 0.977 | val loss 0.8817 | val acc 0.810 | ‖g‖ 6.8869 | 3506s
step 166100 | train loss 0.0467 | train acc 0.984 | val loss 0.7554 | val acc 0.821 | ‖g‖ 4.0454 | 3508s
step 166200 | train loss 0.0155 | train acc 1.000 | val loss 0.8739 | val acc 0.817 | ‖g‖ 2.5210 | 3510s
step 166300 | train loss 0.0059 | train acc 1.000 | val loss 0.8761 | val acc 0.827 | ‖g‖ 0.5850 | 3511s
step 166400 | train loss 0.0055 | train acc 1.000 | val loss 0.8795 | val acc 0.815 | ‖g‖ 1.0834 | 3513s
step 166500 | train loss 0.1154 | train acc 0.953 | val loss 0.7776 | val acc 0.802 | ‖g‖ 10.0494 | 3515s
step 166600 | train loss 0.0343 | train acc 1.000 | val loss 0.7929 | val acc 0.825 | ‖g‖ 4.4967 | 3516s
step 166700 | train loss 0.0282 | train acc 1.000 | val loss 0.8401 | val acc 0.815 | ‖g‖ 3.5470 | 3518s
step 166800 | train loss 0.0350 | train acc 0.984 | val loss 0.7278 | val acc 0.829 | ‖g‖ 4.1059 | 3520s
step 166900 | train loss 0.0091 | train acc 1.000 | val loss 0.8890 | val acc 0.825 | ‖g‖ 1.8085 | 3522s
step 167000 | train loss 0.0029 | train acc 1.000 | val loss 0.8451 | val acc 0.823 | ‖g‖ 0.3333 | 3523s
step 167100 | train loss 0.0121 | train acc 1.000 | val loss 0.8627 | val acc 0.810 | ‖g‖ 2.9150 | 3525s
step 167200 | train loss 0.1335 | train acc 0.961 | val loss 0.7550 | val acc 0.806 | ‖g‖ 11.2016 | 3526s
step 167300 | train loss 0.0323 | train acc 0.984 | val loss 0.7021 | val acc 0.833 | ‖g‖ 6.2658 | 3528s
step 167400 | train loss 0.0644 | train acc 0.977 | val loss 0.8016 | val acc 0.823 | ‖g‖ 8.0515 | 3529s
step 167500 | train loss 0.0252 | train acc 1.000 | val loss 0.8202 | val acc 0.808 | ‖g‖ 2.8333 | 3531s
step 167600 | train loss 0.0313 | train acc 0.984 | val loss 0.7581 | val acc 0.810 | ‖g‖ 2.8611 | 3532s
step 167700 | train loss 0.0731 | train acc 0.961 | val loss 0.9155 | val acc 0.806 | ‖g‖ 13.5604 | 3534s
step 167800 | train loss 0.0604 | train acc 0.984 | val loss 0.8850 | val acc 0.792 | ‖g‖ 8.3360 | 3536s
step 167900 | train loss 0.0582 | train acc 0.969 | val loss 0.7701 | val acc 0.815 | ‖g‖ 6.1871 | 3537s
step 168000 | train loss 0.0335 | train acc 0.992 | val loss 0.8261 | val acc 0.815 | ‖g‖ 2.9004 | 3539s
step 168100 | train loss 0.0137 | train acc 1.000 | val loss 0.7938 | val acc 0.812 | ‖g‖ 2.6360 | 3541s
step 168200 | train loss 0.0040 | train acc 1.000 | val loss 0.8430 | val acc 0.821 | ‖g‖ 0.3738 | 3542s
step 168300 | train loss 0.0039 | train acc 1.000 | val loss 0.9151 | val acc 0.804 | ‖g‖ 0.6427 | 3544s
step 168400 | train loss 0.1770 | train acc 0.945 | val loss 0.7640 | val acc 0.765 | ‖g‖ 11.8390 | 3545s
step 168500 | train loss 0.0514 | train acc 0.969 | val loss 0.7809 | val acc 0.806 | ‖g‖ 6.7683 | 3547s
step 168600 | train loss 0.0953 | train acc 0.969 | val loss 0.7373 | val acc 0.825 | ‖g‖ 9.4718 | 3549s
step 168700 | train loss 0.0253 | train acc 0.992 | val loss 0.8226 | val acc 0.806 | ‖g‖ 3.6959 | 3550s
step 168800 | train loss 0.0881 | train acc 0.977 | val loss 0.7790 | val acc 0.808 | ‖g‖ 7.0715 | 3552s
step 168900 | train loss 0.0065 | train acc 1.000 | val loss 0.7837 | val acc 0.819 | ‖g‖ 0.9534 | 3554s
step 169000 | train loss 0.0106 | train acc 1.000 | val loss 0.9034 | val acc 0.833 | ‖g‖ 1.7769 | 3555s
step 169100 | train loss 0.0554 | train acc 0.984 | val loss 0.8024 | val acc 0.798 | ‖g‖ 7.8606 | 3557s
step 169200 | train loss 0.0401 | train acc 0.992 | val loss 0.8812 | val acc 0.804 | ‖g‖ 7.8172 | 3558s
step 169300 | train loss 0.0579 | train acc 0.984 | val loss 0.7453 | val acc 0.806 | ‖g‖ 3.2308 | 3560s
step 169400 | train loss 0.0609 | train acc 0.969 | val loss 0.8625 | val acc 0.806 | ‖g‖ 5.1392 | 3561s
step 169500 | train loss 0.0080 | train acc 1.000 | val loss 0.8212 | val acc 0.823 | ‖g‖ 1.1111 | 3563s
step 169600 | train loss 0.0027 | train acc 1.000 | val loss 0.8677 | val acc 0.806 | ‖g‖ 0.3556 | 3565s
step 169700 | train loss 0.0033 | train acc 1.000 | val loss 0.8435 | val acc 0.806 | ‖g‖ 0.3398 | 3566s
step 169800 | train loss 0.0053 | train acc 1.000 | val loss 0.9192 | val acc 0.808 | ‖g‖ 0.7820 | 3568s
step 169900 | train loss 0.0445 | train acc 0.992 | val loss 0.7507 | val acc 0.808 | ‖g‖ 3.8158 | 3570s
step 170000 | train loss 0.0409 | train acc 0.992 | val loss 0.7231 | val acc 0.812 | ‖g‖ 4.2188 | 3571s
step 170100 | train loss 0.0644 | train acc 0.977 | val loss 0.7910 | val acc 0.815 | ‖g‖ 7.5493 | 3573s
step 170200 | train loss 0.0251 | train acc 1.000 | val loss 0.8324 | val acc 0.806 | ‖g‖ 3.4502 | 3575s
step 170300 | train loss 0.0209 | train acc 0.992 | val loss 0.7748 | val acc 0.825 | ‖g‖ 4.5785 | 3577s
